Doc_name,Page_num,Paragraph_num,Paragraph_content,Paragraph_length,SA_label,17 SDG Alignment,GRI Topic Alignment,Informative & Non-Informative/Vague Sustainability Text Identification,Qualitative & Quantitative Sustainability Text Identification,High Potential Greenwashing Detection,Climate Alignment,GRI Climate Alignment,GRI Climate Action (SDG13) Alignment,Climate Action (SDG13) Alignment
ASICS_sustainability_report_2024.pdf,43,6,"We work with authorized waste collectors to manage the waste generated by our direct operations, and we ensure they meet both our standards and comply to regulations with regular checks of their documentation. We collect data on waste using a cloud-based database.",38,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,43,7,More than three-quarters of the waste we send to landfill or incineration comes from four of our sites: two distribution centers and two factories. They are a focus for our waste reduction efforts.,29,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Quantitative,High Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,44,1,"Our business depends on ecosystems that provide essential resources, such as water, and raw materials, like cotton and leather, for our products. We recognize the importance of biodiversity and the impact that the apparel and footwear industry has on it. Our biodiversity policy outlines the ­relationship between our business and biodiversity in areas such as sourcing natural resources, consuming water, and dyeing textiles.",53,Relevant,SDG_15: Terrestrial,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 101,Economical Aspect (GRI 201),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,44,2,"As a member of the Leather Working Group (LWG) and one of the signatories of The Fashion Pact, we support zero deforestation and sustainable forest ­management. We are also committed to the LWG's aim to achieve 100% conversion-free and deforestation-free leather by 2030. Furthermore, we are committed to developing the products that reduce our dependence on natural resources through collaboration with our suppliers and partners. Our initiatives include sourcing recycled materials for both products and packaging and using technology to lower water consump- tion. Lastly, we aim to strengthen the traceability of our material.",80,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Non-Climate Action
ASICS_sustainability_report_2024.pdf,44,3,"Biodiversity and climate change must be considered together. Climate change is exacerbating the loss of local species and the decline of biodiversity, which in turn reduces the amount of carbon stored in nature, thereby driving climate change. We take our role in impacting ecosystems and our responsibility to protect them seriously. We are in the process of investigating our impacts and defining appropriate targets for biodiversity. To guide this process, we are using the LEAP approach (Locate, Evaluate, Assess, Prepare), which is the recom- mended analytical framework of the Taskforce on Nature- related Financial Disclosures (TNFD). TNFD is a global initiative that provides guidance for organizations to identify, assess, and disclose their nature-related dependencies, impacts, risks, and opportunities—helping companies align their strategies with the protection and restoration of nature. Our LEAP approach includes: Locate interface with nature; Evaluate dependencies and impacts; Assess material risk and opportunities; and Prepare to respond and report. We plan to disclose the results of our ­investigation in our 2025 Sustainability Report.",136,Relevant,SDG_15: Terrestrial,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 101,Economical Aspect (GRI 201),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,45,1,"The water discharge and pollution of water sources has have a negative impact on biodiversity. That’s why our efforts to minimize water impacts also help mitigate ASICS’ broader impact on biodiversity. We actively engage stakeholders across the value chain on water-related issues. Much of the water used in our direct operations comes from municipal sources. Monitoring and managing our water use and waste- water output is key to our water management strategy. We track the water impact of ASICS facilities through our data management system and collect annual consumption data from Tier 1 footwear suppliers via Higg FEM. This data includes details on freshwater and water from areas experiencing water stress. We reduce our water impacts by installing water-ef- ficient equipment in new, renovated, or relocated buildings — and by encouraging employees to conserve water. Apparel production is often water-intensive. To tackle this, ASICS is adopting dyeing technologies that require significantly less water. One example is the Solution Dyeing technique, which reduces wastewater generated during apparel production and dyeing processes—cutting water usage by approximately 33% compared to conventional dyeing methods. While some water use is unavoidable, we are taking steps to reduce consump- tion and manage wastewater more effectively.",172,Relevant,SDG_6: Clean Water & Sanitation,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 303,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,45,2,"Although limited, our use of cotton as one of the natural fibers in ASICS apparel products impacts nature. We have set a target to source 100% more sustainable cotton for our products by 2025. We made progress toward this target in 2024, with 59.8% more sustainable cotton* used in our products.",43,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,45,3,"Our approach includes a strengthened policy for the ­procurement of raw materials and a process for checking the traceability and status of the cotton materials purchased, including expecting our suppliers to hold documents of ­material origin certification.",33,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,45,4,"Since 2019, ASICS has been a member of Better Cotton (BC). BC works with a diverse range of stakeholders across the cotton supply chain to promote measurable and continuing improvements for the environment, farming communities, and the economies of cotton-producing areas.",35,Relevant,SDG_2: Zero Hunger,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,45,5,"Water Volume Used in Our Operations (m3) 23,154 2024: 14 companies, 53 locations, covering 67% of operations (FTE basis). 2023: 23 companies, 72 locations, covering 69% of operations (FTE basis). 2022: 13 companies, 68 locations, covering 67% of operations (FTE basis). 2021: 13 companies, 74 locations, covering 69% of operations (FTE basis). 2020: 28 companies, 82 locations, covering 75% of operations (FTE basis).",21,Relevant,SDG_6: Clean Water & Sanitation,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 303,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,46,1,"People around the world rely on our products and services to support their physical and mental well-being, and it is our responsibility to ensure that those products and services are high-quality and safe. We operate a safety and quality management system to ensure that our products continue to meet the expectations of our customers and comply with relevant legislation.",55,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,46,2,"We have clarified the roles and responsibilities of each ­department and how they contribute to improving the safety and quality of our products. We continuously update our safety and quality standards for each material, component, and product, and we apply these standards consistently throughout our product development and production.",43,Relevant,SDG_12: Responsible Consumption,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 306,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,46,3,"We conduct a safety and quality review of all products in the development phase. Our rigorous safety practices are in line with the new EU General Product Safety Regulation (GPSR), which became applicable in December 2024.",33,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,46,4,"In 2024, there were two voluntary product recalls in Japan, due to product defects: one was a spelling error on the product, and the other was insufficient product durability.",24,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,46,5,"We also operate a system to review marketing and labelling communications in order to ensure that they are based on the truth and do not mislead consumers, and our efforts are led by the Guidelines for Representations in Advertising Materials for Products and Services. We are committed to ensure that environmental and social claims are accurate and not overstated. In 2024, there was one product information error, regarding material composition.",64,Relevant,SDG_12: Responsible Consumption,Social,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,46,6,Our management system also includes training for employees and suppliers and a process for handling accidents and defects to ensure consistent quality and safety at every stage of the value chain.,30,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,46,7,"Collaboration With Industry In line with our commitment to safety and sustainability, we manage restricted, harmful chemical substances in our products. Since 2013, ASICS has been a member of the Apparel and Footwear International RSL Management (AFIRM) Group, which promotes industry-wide collaboration to reduce the use and impact of harmful chemical substances in the apparel and footwear supply chain. We use the latest AFIRM Restricted Substances List (AFIRM RSL) to provide safe products that do not negatively impact humans or the environment.",71,Relevant,SDG_8: Economic Growth,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,46,8,"Eliminating the Use of PFAS Per- and polyfluoroalkyl substances (PFAS) regulations continue to become stricter globally. Since 2016, we have gradually increased our use of PFAS-free durable water ­repellent (DWR). As of 2024, we have ended the intentional use of PFAS for all applications including PTFE membranes, except for essential use in non-regulated regions. In addition, to comply with the PFAS Ban in California, we carried out inventory management so that PFAS-containing products will not be sold in the United States from January 2025. We will continue to comply with upcoming global PFAS regulations, ensuring our products meet the highest safety and environ- mental standards.",87,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,46,9,"Reducing Volatile Organic Compounds (VOCs) The manufacture of footwear, especially high-performance sports shoes, involves the use of adhesives. Conventional adhesives are based on solvents containing VOCs, which can potentially harm people and the environment. We have been transitioning to water-based adhesive since 2011 to reduce VOCs usage. In 2024, VOCs usage at our strategic factories was estimated to be 3,944 tons. This is based on the ­calculation of the total adhesive consumed, including disposed volume at the factories. It is important to note that all VOCs are carefully managed and controlled to minimize their environmental and health impacts.",81,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,47,1,"We take a double materiality approach to determining our priority sustainability topics. When it comes to climate, this means considering not just the impact ASICS has on the planet, but also the impact climate change has on our business, including its financial impact. To determine this, we follow TCFD Recommendations. As such, in 2023, we conducted a scenario analysis for all ASICS businesses to understand the resilience of our corporate strategy under different possible future scenarios. We considered four scenarios, representing global ­temperature increases of +1.5˚C, +2˚C, and +4˚C for the analysis. And when analyzing the risks and opportunities related to climate change, we selected 2030 and 2050 to reflect our roadmap to net-zero. Our selection of scenarios was based on the notion that very similar temperature changes would occur in the 2˚C and 4˚C scenarios as of 2030, and that the impact of physical risk would be bigger after 2030.",127,Relevant,SDG_13: Climate Action,Economic,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 201,Economical Aspect (GRI 201),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,47,2,"• IEA scenarios – more related to transition risk. We referred to the multiple IEA scientific scenarios, the IEA NZE 2050 for +1.5˚C, the IEA APS for +2˚C, and the IEA STEPS for up to +4˚C. • RCP scenarios – more related to physical risk. We referred to the multiple RCP scientific scenarios, the RCP 4.5 for +2˚C, and the RCP 8.5 for +4˚C.",46,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,47,3,"Parameters such as price trends of materials used in our products and product labeling regulations would affect the related costs. We assumed that the relevant stakeholders would aim to align the methodology of reporting and labeling as much as possible, therefore we have not included the costs to accommodate them individually. Parameters such as locations of our manufacturing facilities and heat index in key markets would affect the level of climate risks. We assumed that, toward 2030, the major manufacturing locations and key markets would likely remain the same, therefore we have not included the costs for other locations.",91,Relevant,SDG_13: Climate Action,Economic,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,Economical Aspect (GRI 201),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,47,4,"We used SSP2 toward 2030 and 2050 in conjunction with the scenario as an analytical choice. The analysis using this scenario was quantitative. Read more on page 50 of our Integrated Report 2023 → 4.3 billion yen (2050, 4˚C) 2.4 billion yen (2050, 4˚C) 13 billion yen 0.7 billion yen. ",33,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 201,Economical Aspect (GRI 201),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,47,5,Rollout of products and services that respond to rising temperatures →Applying knowledge of ergonomic research and digitalization and offering solutions to allow sports to be enjoyed in comfort in any environment.,29,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,47,6,→Expansion of products that can adapt to rising temperatures. →Rollout of adaptable services even if there is a reduction in opportunities for playing sports outside.,21,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,47,7,We are the world's first sporting goods manufacturer to support the Financial Stability Board's Task Force on Climate- Related Financial Disclosures (TCFD) Scenario Analysis and we are actively promoting the disclosure of information based on TCFD. We have identified risks and opportunities based on scenario analysis and have analyzed their impacts and response measures. This is reflected in our business strategy.,54,Relevant,SDG_13: Climate Action,Economic,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 201,Economical Aspect (GRI 201),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,48,1,"The climate crisis is ever visible, with steadily rising temperatures and an increasing number of extreme weather events occurring every year globally. This poses threats to communities around the world, to our company, and to the sports industry.",33,Relevant,SDG_13: Climate Action,Economic,Non-informative/Vague,Qualitative,High Potential Greenwashing,Climate,GRI 201,Economical Aspect (GRI 201),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,48,2,"Yet I have hope. This report shows the many actions we have taken, as a company and in collaboration with ­business partners and other stakeholders across the industry, to minimize our negative impacts and tackle climate change. Our targets are ambitious: we aim to achieve net-zero by 2050. The actions we have identified to accelerate our path to net-zero include increasing our collective use of renewable energy, adopting a circular business model, and innovating products with lower emissions.",66,Relevant,SDG_13: Climate Action,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 302,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,48,3,"To help us get there, we are accelerating our ­transformation into a Global Integrated Enterprise (GIE), with digital innovation at its core. Through global digital supply chain reforms and a robust data platform, we are enhancing transparency, traceability, and climate ­transition by enabling supply chain decar- bonization—critical enablers on our net-zero journey. Our digital efforts also support our human rights due diligence, expand our Running Ecosystem, and foster consumer engagement through initiatives like Run for Reforestation.",61,Relevant,SDG_9: Industry & Innovation,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,48,4,"Our sustainability strategy focuses on balancing people and planet: we aim to support mental and physical ­well-being, from providing sports products and services for consumers to protecting human rights among workers in our supply chain. Our commitment to people is clear in this report, and I am proud of the community strength we are building around many of our activities.",55,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,48,5,"As we look ahead to 2025 and beyond, we are working towards targets set out in our Mid-Term Plan 2026 and climate transition plan. Future reports will detail our progress on this journey.",27,Relevant,SDG_13: Climate Action,Economic,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 201,Economical Aspect (GRI 201),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,50,1,"CO2 emissions (tons) 2022 2023 2024 1. Purchased goods and services 675,053 82.7% 596,452 82.8% 651,189 83.9% 2. Capital goods 14,936 1.8% 18,452 2.6% 14,651 1.9% 3. Fuel-and-enery related activities 882 0.1% 894 0.1% 820 0.1% 4. Upstream transportation and distribution 61,641 7.6% 48,433 6.7% 46,928 6.0% 5. Waste generated in operations 40 0.0% 31 0.0% 46 0.0% 6. Business travel 2,621 0.3% 4,465 0.6% 5,382 0.7% 7. Employee commuting 437 0.1% 416 0.06% 452 0.1% 8. Upstream leased assets - - - 9. Downstream transportation and distribution 7,981 1.0% 6,531 0.9% 7,396 1.0% 10. Processing of sold products - - - 11. Use of sold products 18,143 2.2% 16,275 2.3% 17,050 2.2% 12. End-of-life treatment of sold products 34,532 4.2% 28,465 4.0% 32,102 4.1% 13. Downstream leased assets - - - 14. Franchises - - - 15. Investments - - -",45,Relevant,SDG_11: Sustainable Cities,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 305,Economical Aspect (GRI 201),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,50,2,"Total Scope 1, 2, 3 emissions 840,332 741,619 793,582 * ASICS has been confirming the use of biofuels in its supply chain and is collaborating with suppliers to begin data collection. Moving forward, ASICS will advance its efforts to understand the volume of biofuels used and prepare for calculations and disclosures in accordance with changes in the GHG Protocol related to biofuels.",51,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Quantitative,High Potential Greenwashing,Climate,GRI 302,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,51,1,"Structured according to the results of our double materiality analysis, this ASICS Sustainability Report 2024 outlines our sustainability vision, strategy, targets, and activities across our material topics.",21,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,51,2,"Our sustainability efforts are guided by our Mid-Term Plan 2026, which was launched in 2023. The Plan sets out targets for 2026, which are on our road to our longer term 2030 and 2050 targets, including our net-zero emissions goal for 2050.",33,Relevant,SDG_8: Economic Growth,Environmental,Informative,Qualitative,Low Potential Greenwashing,Climate,GRI 302,Economical Aspect (GRI 201),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,51,3,"This report is part of our ongoing reporting and reflects our sustainability performance in 2024. Our 2024 Sustainability Report is released on 30 June 2025. This report covers ASICS and its consolidated subsidiaries, and discloses results and activities for the calendar year from January 1 to December 31, 2024. It is designed to be used alongside the ASICS Integrated Report, which provides the broader picture, showing how sustainability is integrated into our core values and business strategy to increase our value creation.",71,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
